transaction_count,incoming_transaction_count,outgoing_transaction_count,unique_incoming_counterparties,unique_outgoing_counterparties,activity_duration_seconds,total_incoming_value,total_outgoing_value,average_incoming_value,average_outgoing_value,maximum_incoming_value,maximum_outgoing_value,incoming_outgoing_value_ratio,outgoing_value_concentration,incoming_value_concentration,total_unique_counterparties,counterparty_reuse_count,fan_in,fan_out,graph_multi_hop_exposure_count,total_transaction_fees,average_transaction_fee,minimum_transaction_fee,maximum_transaction_fee,fee_to_value_ratio,average_transaction_gap_seconds,minimum_transaction_gap_seconds,maximum_transaction_gap_seconds,transaction_burst_count,rapid_transaction_sequence_count,target
36.0,18.0,18.0,1.0,3.0,0.0,1.6923920369999998,1.684811036,0.094022,0.093601,0.0,0.099086,1.0044996149942123,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,0.786508505,0.785888505,0.786509,0.7858890000000001,0.0,0.7858890000000001,1.000788915979882,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,7.0,7.0,1.0,1.0,0.0,80.48392983,80.48084878,11.497704,11.497264,0.0,37.98958,1.0000382830207024,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
65.0,64.0,0.0,3.0,0.0,0.0,17.77053163,0.0,0.277665,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,3.0,0.0,2001.0,2000.998585,1000.5,666.999528,0.0,1565.009178,1.0000007071469268,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,2.0,2.0,0.0,101.0,100.9989738,50.5,50.499487,0.0,98.998974,1.0000101604992744,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,1.0,2.0,0.0,2.00919174,2.007508171,1.0045959999999998,1.003754,0.0,1.007508,1.0008386361880466,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,2.0,0.0,2.0,0.0,0.0,0.0001,0.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47.0,15.0,32.0,6.0,23.0,0.0,24.24300577,27.022175,1.6162,0.844443,0.0,9.7,0.8971522747521249,0.0,0.0,29.0,0.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,3.0,0.0,101.0,100.998446,101.0,33.666149,0.0,72.433371,1.0000153863753507,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,2.0,4.0,2.0,4.0,0.0,2001.0,2000.998113,1000.5,500.249528,0.0,1474.089848,1.000000943029375,0.0,0.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.0,13.0,10.0,2.0,2.0,0.0,61.66760375,61.66352654,4.7436620000000005,6.166353,0.0,11.99958,1.000066120285828,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10000.0,11.0,9989.0,2.0,971.0,0.0,2596.072852,24229.17768,236.006623,2.425586,0.0,800.0,0.10714655223907706,0.0,0.0,973.0,0.0,2.0,971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,2.0,2.0,0.0,101.0,100.9990158,50.5,50.499508,0.0,93.499016,1.0000097446494127,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,3.0,0.0,101.0,100.998488,50.5,33.666163,0.0,75.40384,1.000014970521143,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
223.0,33.0,190.0,10.0,21.0,0.0,82.08510375,98.74113528,2.487427,0.51969,0.0,11.703,0.83131618364759,0.0,0.0,31.0,0.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.0,5.0,5.0,4.0,1.0,0.0,16.1331699,16.13085506,3.226634,3.226171,0.0,8.530654,1.0001435038620947,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6299.0,5586.0,712.0,3511.0,423.0,0.0,36675.97346,36694.01363,6.565695,51.536536,0.0,10000.0,0.9995083620401435,0.0,0.0,3934.0,0.0,3511.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36.0,18.0,18.0,3.0,18.0,0.0,4.01916257,4.00957359,0.223287,0.222754,0.0,0.5212600000000001,1.002391521139284,0.0,0.0,21.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,1.0,13.0,1.0,6.0,0.0,88.50549552,265.398006,88.505496,20.415231,0.0,88.505054,0.3334821419871557,0.0,0.0,7.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
134.0,133.0,0.0,15.0,0.0,0.0,1170.701309,0.0,8.802265,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34.0,18.0,16.0,4.0,1.0,0.0,16.56881159,16.55113052,0.92049,1.034446,0.0,5.168131,1.0010682696253668,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
241.0,122.0,119.0,1.0,119.0,0.0,6.376261112999999,6.318525827,0.052264,0.053097,0.0,0.114666,1.0091374614238795,0.0,0.0,120.0,0.0,1.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
389.0,203.0,186.0,6.0,1.0,0.0,461.7601545,461.5947019999999,2.274681,2.481692,0.0,101.994776,1.0003584367395968,0.0,0.0,7.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,2.0,4.0,2.0,4.0,0.0,2001.0,2000.998113,1000.5,500.249528,0.0,1212.561113,1.000000943029375,0.0,0.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,3.0,11.0,2.0,6.0,0.0,0.50848922,0.882,0.169496,0.080182,0.0,0.242,0.5765183900226757,0.0,0.0,8.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,3.0,0.0,101.0,100.998446,101.0,33.666149,0.0,75.52879,1.0000153863753507,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20.0,11.0,9.0,10.0,1.0,0.0,5.62,5.61567917,0.5109090000000001,0.6239640000000001,0.0,1.399537,1.000769422516707,0.0,0.0,11.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.0,10.0,11.0,7.0,8.0,0.0,47.69593563,47.69140408,4.7695940000000006,4.335582,0.0,18.333224,1.0000950181712496,0.0,0.0,15.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53.0,32.0,21.0,12.0,1.0,0.0,343.2396715,343.2104231,10.72624,16.343353,0.0,153.034069,1.0000852200225616,0.0,0.0,13.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,3.0,0.0,101.0,100.9985356,101.0,33.666179,0.0,96.93041,1.0000144992201254,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,3.0,0.0,101.0,100.998488,50.5,33.666163,0.0,54.631074,1.000014970521143,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
132.0,131.0,0.0,2.0,0.0,0.0,49.8184632,0.0,0.380294,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,3.0,3.0,1.0,2.0,0.0,11.982,11.97948,3.994,3.99316,0.0,4.99416,1.0002103597151126,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,2.0,4.0,2.0,3.0,0.0,101.0,100.997984,50.5,25.249496,0.0,55.40243,1.0000199607944649,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
82.0,73.0,9.0,2.0,3.0,0.0,13.0176105,9.587857096,0.178323,1.065317,0.0,2.297859,1.3577184525863317,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,2.0,4.0,2.0,4.0,0.0,2001.0,2000.998113,1000.5,500.249528,0.0,1552.668489,1.000000943029375,0.0,0.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
946.0,473.0,473.0,2.0,1.0,0.0,333.5941678000001,333.3272375,0.7052729999999999,0.704709,0.0,2.30182,1.0008008055447315,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9.0,4.0,5.0,1.0,4.0,0.0,5.36963,7.415,1.342407,1.483,0.0,3.065,0.7241577882670263,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,2.0,0.0,101.0,100.9985118,50.5,33.66617100000001,0.0,99.748512,1.0000147348705786,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30.0,24.0,6.0,4.0,4.0,0.0,213.0408714,172.90391259999996,8.876703,28.817319,0.0,124.2339,1.2321344739771958,0.0,0.0,8.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.0,6.0,12.0,5.0,7.0,0.0,7.20514027,7.19944082,1.200857,0.599953,0.0,4.122757,1.0007916517605322,0.0,0.0,12.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,2.0,2.0,0.0,0.10761609,0.10551609,0.053808,0.052758,0.0,0.072435,1.0199021779521966,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10000.0,3638.0,6362.0,2257.0,2088.0,0.0,53174.17165,51980.14237,14.616320000000002,8.170409,0.0,1758.263098,1.022970873598244,0.0,0.0,4345.0,0.0,2257.0,2088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,2.0,2.0,0.0,101.0,100.9989738,50.5,50.499487,0.0,95.650463,1.0000101604992744,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2652.0,2546.0,106.0,7.0,5.0,0.0,7506.372425,7508.437245,2.9483,70.834314,0.0,1220.372404,0.9997250000322803,0.0,0.0,12.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,2.0,2.0,0.0,101.0,100.9990158,50.5,50.499508,0.0,75.0,1.0000097446494127,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1141.0,594.0,547.0,5.0,3.0,0.0,855.0861016000001,854.6202377000002,1.439539,1.562377,0.0,5.137103,1.0005451121790114,0.0,0.0,8.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,1.0,2.0,1.0,2.0,0.0,101.0,100.9990158,101.0,50.499508,0.0,99.999562,1.0000097446494127,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.0,7.0,16.0,7.0,10.0,0.0,60.92477115,60.91655034,8.703539,3.807284,0.0,50.76968,1.0001349519950509,0.0,0.0,17.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,1.0,5.0,1.0,2.0,0.0,0.23914434,0.2167617,0.239144,0.043352,0.0,0.216762,1.1032592012334284,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60.0,59.0,0.0,3.0,0.0,0.0,30.35789801,0.0,0.514541,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,7.0,7.0,1.0,7.0,0.0,40.84961661,40.84657815,5.83566,5.835225,0.0,9.203977,1.0000743871368818,0.0,0.0,8.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,3.0,0.0,101.0,100.9980437,50.5,33.666015,0.0,86.001294,1.000019369682108,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
62.0,7.0,55.0,5.0,16.0,0.0,3.314024851,3.36597012,0.473432,0.061199,0.0,1.05958,0.9845675192743542,0.0,0.0,21.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,3.0,5.0,3.0,4.0,0.0,0.11931284,0.117046222,0.039771,0.023409,0.0,0.085301,1.0193651530247598,0.0,0.0,7.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,0.105,0.10195578,0.105,0.101956,0.0,0.101956,1.0298582385422386,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.0,11.0,11.0,6.0,1.0,0.0,104.0196045,104.0115454,9.456328,9.455595,0.0,42.036312,1.0000774827445262,0.0,0.0,7.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13.0,6.0,7.0,4.0,2.0,0.0,31.84423383,31.83980804,5.307372,4.5485440000000015,0.0,20.768586,1.000139001780238,0.0,0.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,1.0,2.0,1.0,2.0,0.0,101.0,100.99895,101.0,50.499475,0.0,96.888892,1.0000103961476827,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,3.0,0.0,101.0,100.998446,101.0,33.666149,0.0,56.008089,1.0000153863753507,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,2.0,1.0,0.0,0.8451103179999999,0.84148695,0.422555,0.420743,0.0,0.664626,1.0043059111017705,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
109.0,56.0,53.0,1.0,1.0,0.0,11.40635855,11.37076426,0.203685,0.214543,0.0,0.412913,1.003130334002721,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,8.0,6.0,5.0,1.0,0.0,1.78863676,1.78013201,0.22358,0.296689,0.0,0.490912,1.0047775951177913,0.0,0.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,3.0,0.0,2001.0,2000.998169,1000.5,666.9993900000002,0.0,1366.695336,1.000000915043316,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,11.70369311,11.70307311,11.703693,11.703073,0.0,11.703073,1.0000529775379656,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,1.0,1.0,0.0,22.498,22.49391961,11.249,11.24696,0.0,22.397173,1.0001813996880378,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
85.0,84.0,0.0,4.0,0.0,0.0,25.49754898,0.0,0.303542,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,6.3,6.29938,6.3,6.29938,0.0,6.29938,1.0000984223844251,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.999528364,1.0,0.999528,0.0,0.999528,1.000471858545477,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,0.001,4.870000000000001e-05,0.001,4.9e-05,0.0,4.9e-05,20.533880903490754,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,0.123,0.12238,0.123,0.12238,0.0,0.12238,1.0050661872855042,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,1.0,2.0,0.0,1.3125,1.311177,0.65625,0.437059,0.0,0.9833,1.0010090170892258,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,3.0,3.0,2.0,3.0,0.0,8.979,8.977635000000003,2.9930000000000003,2.992545,0.0,5.98958,1.0001520444972418,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,3.0,0.0,101.0,100.998446,101.0,33.666149,0.0,46.383126,1.0000153863753507,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
438.0,437.0,0.0,3.0,0.0,0.0,427.2650376,0.0,0.977723,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,3.0,2.0,3.0,0.0,2001.0,2000.998585,1000.5,666.999528,0.0,1630.880018,1.0000007071469268,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1405.0,721.0,684.0,1.0,2.0,0.0,189.4980026,189.2107016,0.262827,0.276624,0.0,11.41949,1.001518418342993,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43.0,2.0,41.0,2.0,7.0,0.0,8.001,37.65548913,4.0005,0.918427,0.0,8.1,0.21247898207822322,0.0,0.0,9.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
428.0,214.0,214.0,8.0,3.0,0.0,18.645794100000003,18.44346053,0.08713,0.086184,0.0,2.870369,1.0109704775668802,0.0,0.0,11.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40.0,20.0,20.0,1.0,1.0,0.0,2343.395493,2343.382229,117.169775,117.16911100000002,0.0,409.999392,1.0000056601948397,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,2.0,2.0,0.0,101.0,100.9989559,50.5,50.499478,0.0,95.998956,1.00001033773063,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,0.2,0.199459789,0.2,0.19946,0.0,0.19946,1.0027083704575663,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,0.039549222,0.0,0.039549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,0.0427518,0.0423018,0.042752,0.042302,0.0,0.042302,1.0106378451980766,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
81.0,17.0,64.0,8.0,16.0,0.0,43.15813511,43.06800000000001,2.538714,0.672937,0.0,5.0,1.0020928557165412,0.0,0.0,24.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
702.0,356.0,346.0,164.0,344.0,0.0,1967.868825,1967.719579,5.527721,5.687051,0.0,184.99958,1.000075847189606,0.0,0.0,508.0,0.0,164.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,3.0,0.0,101.0,100.998446,101.0,33.666149,0.0,50.50269,1.0000153863753507,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.0,10.0,12.0,8.0,9.0,0.0,2.14006902,2.129602368,0.214007,0.177467,0.0,0.916217,1.004914838637144,0.0,0.0,17.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
312.0,301.0,11.0,4.0,8.0,0.0,22.46590884,21.65794372,0.074638,1.968904,0.0,13.0,1.0373057170360032,0.0,0.0,12.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44.0,20.0,24.0,16.0,17.0,0.0,3.452645921,3.440158733,0.1726319999999999,0.14334,0.0,0.556217,1.0036298290192878,0.0,0.0,33.0,0.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36.0,16.0,20.0,8.0,13.0,0.0,102.4118199,80.34396958,6.400739,4.0171980000000005,0.0,21.0,1.274667164634262,0.0,0.0,21.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
95.0,92.0,3.0,92.0,3.0,0.0,2001.0,2000.998585,21.75,666.999528,0.0,1489.817546,1.0000007071469268,0.0,0.0,95.0,0.0,92.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2106.0,4.0,2102.0,2.0,3.0,0.0,92.69996192,769.3553402000001,23.17499,0.366011,0.0,42.8,0.12049043800216153,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29.0,23.0,6.0,15.0,5.0,0.0,1.78532458,1.7819999999999998,0.077623,0.297,0.0,0.575,1.001865645342312,0.0,0.0,20.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,3.0,0.0,101.0,100.998446,101.0,33.666149,0.0,76.387788,1.0000153863753507,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.0,7.0,12.0,7.0,8.0,0.0,12.49076801,12.48508541,1.7843950000000002,1.040424,0.0,2.781934,1.0004551510713293,0.0,0.0,15.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36.0,21.0,15.0,12.0,6.0,0.0,897.075,544.05,42.717857,36.27,0.0,151.0,1.6488833746898266,0.0,0.0,18.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,1.0,1.0,1.0,0.0,0.4,0.39938,0.4,0.39938,0.0,0.39938,1.001552406229656,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,3.0,0.0,101.0,100.998446,101.0,33.666149,0.0,50.863223,1.0000153863753507,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,2.0,2.0,2.0,2.0,0.0,101.0,100.9989738,50.5,50.499487,0.0,87.896858,1.0000101604992744,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
324.0,86.0,238.0,17.0,67.0,0.0,9189.575414,10028.18726,106.855528,42.135241,0.0,583.0,0.9163745326789999,0.0,0.0,84.0,0.0,17.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
